Customer,Address,Phone,Personnummer,BankAccount
Jeanette Andersson,"Kvarnvägen 39, 21984 Varberg",049-95 49 99,680818-7006,SE8902GUBN02340962282734
Moa Berglund,"Skogsgatan 25, 77323 Alingsås",+46 (0)50 78 46 53,731219-6335,SE8902IGPY15346785802644
Therese Carlsson,"Skolgatan 312, 39137 Luleå",+46 (0)174 206 10,410517-2805,SE8902TDHG03930597785173
Vilma Hedström,"Trädgårdsgatan 224, 74343 Skövde",+46 (0)703 379 78,870926-1112,SE8902ZVUC22763571961124
Vilma Hedström,"Trädgårdsgatan 224, 74343 Skövde",+46 (0)703 379 78,870926-1112,SE8902IOJE14304978072957
Åse Berg,"Kvarnvägen 59, 47476 Skellefteå",+46 (0)915 527 14,361113-4648,SE8902BFKJ67373461094245
Åse Berg,"Kvarnvägen 59, 47476 Skellefteå",+46 (0)915 527 14,361113-4648,SE8902ZJJI38537368499499
Sonja Sandberg,"Järnvägsvägen 33, 96497 Piteå",08-770 745 63,840407-4828,SE8902UZPG07009538779616
Sonja Sandberg,"Järnvägsvägen 33, 96497 Piteå",08-770 745 63,840407-4828,SE8902GWBV65006975861231
Angelica Jensen,"Storgränd 8, 23240 Borås",08-385 759 77,590323-8250,SE8902RFKG13034824351836
Moa Karlsson Berglund,"Backgatan 483, 15924 Stockholm",08-544 561 73,390508-4368,SE8902XNTB41827621868449
Moa Karlsson Berglund,"Backgatan 483, 15924 Stockholm",08-544 561 73,390508-4368,SE8902HHSO58247661775142
Marie Pettersson-Pettersson,"Villastigen 5, 82510 Trelleborg",091-739 52 93,590618-9138,SE8902JYDD80497877012989
Lina Fredriksson,"Villagatan 74, 84144 Jönköping",08-379 731 39,490730-0612,SE8902EBQG46394645816502
Viola Gren,"Skolvägen 166, 48930 Borås",+46 (0)8 340 028 65,920221-3337,SE8902NPSO51568640255218
Inga Jönsson,"Björkstigen 8, 68132 Piteå",08-838 114 97,961003-4705,SE8902FEUM16554377486070
Ahmed Gustafsson,"Stationsgatan 18, 33938 Skellefteå",022-437 72 07,990316-2809,SE8902VBBU70773188294633
Maria Jakobsson,"Skolvägen 339, 40330 Gävle",+46 (0)69 55 82 81,511209-5483,SE8902VZIJ18435178550619
Kajsa Olsson,"Ängsgränd 9, 83593 Piteå",08-299 96 24,040530-8834,SE8902RCMN64982980569854
Inger Ahlgren,"Furuvägen 08, 33799 Skövde",+46 (0)408 272 27,070302-0982,SE8902RWQU01903466709841
Katarina Ali,"Trädgårdsstigen 8, 75689 Borås",0267-664 02,521030-3250,SE8902EJAI99151957237924
Lovisa Eriksson-Lindfors,"Skogsvägen 054, 62496 Skellefteå",08-689 577 69,030803-2572,SE8902XYRM52103884724966
Sara Lindström-Jakobsson,"Skoltorget 998, 78219 Lund",+46 (0)8 019 884 68,850331-3853,SE8902FUMK63947148705760
Sara Lindström-Jakobsson,"Skoltorget 998, 78219 Lund",+46 (0)8 019 884 68,850331-3853,SE8902FGVS05404234689422
Leia Pettersson,"Stationsgatan 79, 61611 Borlänge",060-97 37 11,740122-1705,SE8902OUYV90192199566077
Leia Pettersson,"Stationsgatan 79, 61611 Borlänge",060-97 37 11,740122-1705,SE8902SPLV55493875690484
Leia Pettersson,"Stationsgatan 79, 61611 Borlänge",060-97 37 11,740122-1705,SE8902LOKN91099936771965
Christina Nyström,"Storvägen 127, 38757 Karlskrona",+46 (0)8 226 857 38,850818-8110,SE8902EGUE04752445182497
Caroline Sjölander,"Industritorget 68, 59779 Skellefteå",0080-904 34,941120-4879,SE8902QIDW01871973556269
Irma Johansson,"Villagatan 15, 74856 Östersund",08-076 117 04,011120-7973,SE8902WDJE85359881297343
Inger Malmqvist,"Åkervägen 70, 22349 Malmö",08-55 31 39,621117-4120,SE8902JLFC48207582147190
Inger Malmqvist,"Åkervägen 70, 22349 Malmö",08-55 31 39,621117-4120,SE8902DGOU52251724210139
Ellinor Ahmad,"Villavägen 0, 30444 Linköping",043-88 12 54,600828-3746,SE8902KCJU30225323097413
Linn Hansson,"Skolvägen 19, 96151 Uddevalla",0664-695 56,570120-3019,SE8902UDAI89693707440786
Linn Hansson,"Skolvägen 19, 96151 Uddevalla",0664-695 56,570120-3019,SE8902LXEY88372509516456
Linn Hansson,"Skolvägen 19, 96151 Uddevalla",0664-695 56,570120-3019,SE8902XVJQ62588665096343
Linn Hansson,"Skolvägen 19, 96151 Uddevalla",0664-695 56,570120-3019,SE8902PEJL40222448009128
Hannah Gustafsson Jakobsson,"Ängstorget 366, 17798 Göteborg",+46 (0)327 389 27,590912-5550,SE8902CWGG49250440286257
Hannah Gustafsson Jakobsson,"Ängstorget 366, 17798 Göteborg",+46 (0)327 389 27,590912-5550,SE8902WZTY78877140572268
Doris Carlsson,"Genvägen 3, 64307 Lidköping",08-87 48 98,451223-3471,SE8902LACW59549122762926
Doris Carlsson,"Genvägen 3, 64307 Lidköping",08-87 48 98,451223-3471,SE8902OGIR23428207822800
Nova Kjellberg,"Stationsvägen 35, 75446 Linköping",+46 (0)8 017 900 08,671225-1187,SE8902FFCY95333401231837
Nova Kjellberg,"Stationsvägen 35, 75446 Linköping",+46 (0)8 017 900 08,671225-1187,SE8902BUUB70684057188314
Nova Kjellberg,"Stationsvägen 35, 75446 Linköping",+46 (0)8 017 900 08,671225-1187,SE8902TEZZ10595111121627
Jennie Arvidsson,"Industrigatan 0, 94230 Uppsala",08-512 994 46,631111-4174,SE8902QXXL08650991961519
Jennie Arvidsson,"Industrigatan 0, 94230 Uppsala",08-512 994 46,631111-4174,SE8902GQAD77323256759071
Lina Blomkvist Helgesson,"Gengatan 77, 33143 Karlstad",08-655 659 47,741011-0774,SE8902KMRD06713970744337
Maria Nordin,"Stationsvägen 0, 29438 Alingsås",+46 (0)8 852 840 65,390309-7446,SE8902GGVM41036620748091
Maria Nordin,"Stationsvägen 0, 29438 Alingsås",+46 (0)8 852 840 65,390309-7446,SE8902FOBI10005828618756
Susanne Sjögren,"Kyrkstigen 110, 45010 Uppsala",067-73 91 68,631020-2814,SE8902APMC92937900903172
Jonna Wiklund,"Genvägen 13, 46073 Karlskrona",+46 (0)80 96 01 32,850721-4495,SE8902HNSY33169866302829
Jonna Wiklund,"Genvägen 13, 46073 Karlskrona",+46 (0)80 96 01 32,850721-4495,SE8902RQNM94686024135916
Alma Svensson,"Kyrktorget 948, 45932 Södertälje",+46 (0)8 662 507 63,990402-8397,SE8902TXSH82999507978837
Alma Svensson,"Kyrktorget 948, 45932 Södertälje",+46 (0)8 662 507 63,990402-8397,SE8902RATJ14504736298199
Alma Svensson,"Kyrktorget 948, 45932 Södertälje",+46 (0)8 662 507 63,990402-8397,SE8902WQDQ90710651633977
Alma Svensson,"Kyrktorget 948, 45932 Södertälje",+46 (0)8 662 507 63,990402-8397,SE8902XNVC89027044051893
Therese Johansson,"Granstigen 7, 60793 Malmö",068-24 32 44,821220-2496,SE8902LNZG09887297010450
Sigrid Samuelsson,"Villavägen 91, 64912 Skellefteå",08-059 34 92,390220-2948,SE8902MJJU05220306140238
Alice Johansson,"Skolgränd 86, 30423 Trelleborg",+46 (0)446 096 51,050329-2591,SE8902VPUM81969837191902
Alice Johansson,"Skolgränd 86, 30423 Trelleborg",+46 (0)446 096 51,050329-2591,SE8902QBZS75980360092144
Betty Persson,"Industrigatan 5, 20812 Halmstad",0593-957 96,021116-3951,SE8902IRET80983872349375
Joanna Andersson Johnson,"Granvägen 607, 49675 Lidingö",0667-12 49 39,510203-9111,SE8902RFND18240718616184
Gertrud Wahlberg,"Furugatan 90, 67459 Helsingborg",08-24 02 83,931224-0071,SE8902XNSP62301861969649
Gertrud Wahlberg,"Furugatan 90, 67459 Helsingborg",08-24 02 83,931224-0071,SE8902NOMU53996442028881
Gerd Holst,"Kyrktorget 4, 27871 Stockholm",+46 (0)59 03 12 56,630615-2213,SE8902SNGW19711846882889
Ulrika Blixt,"Ekgatan 32, 29235 Lidköping",0229-016 16,750512-8194,SE8902BLNY30650799297988
Ulrika Blixt,"Ekgatan 32, 29235 Lidköping",0229-016 16,750512-8194,SE8902RCMP67198715313709
Sonia Jakobsson,"Industritorget 02, 18923 Luleå",0467-32 92 96,351214-1205,SE8902BCJH45677202414984
Sonia Jakobsson,"Industritorget 02, 18923 Luleå",0467-32 92 96,351214-1205,SE8902JOAA73203338391811
Ingegerd Ottosson,"Kvarnstigen 03, 21996 Falun",0308-344 95,531114-5873,SE8902PTQI05277402468840
Christina Jansson Boman,"Nytorget 92, 27093 Eskilstuna",0852-52 70 40,760604-4704,SE8902VCGO21843909614852
Angelina Eriksson Larsson,"Kyrkvägen 966, 81708 Trollhättan",065-883 42 36,650728-3643,SE8902DDDT67161166312580
Angelina Eriksson Larsson,"Kyrkvägen 966, 81708 Trollhättan",065-883 42 36,650728-3643,SE8902ASEU46374988626527
Olivia Persson,"Storstigen 58, 40650 Borås",0181-221 53,791120-5644,SE8902OUGZ49389646387563
Nathalie Andersson,"Bäckgränd 45, 81928 Gävle",08-444 474 89,670901-4283,SE8902XMSF03346539893576
Maria Nyman,"Idrottsvägen 960, 81864 Landskrona",+46 (0)36 24 32 64,780805-2190,SE8902GORN68994003453353
Maria Nyman,"Idrottsvägen 960, 81864 Landskrona",+46 (0)36 24 32 64,780805-2190,SE8902FCSV26977507325534
Maria Nyman,"Idrottsvägen 960, 81864 Landskrona",+46 (0)36 24 32 64,780805-2190,SE8902RXQC04091454093931
Elisabeth Larsson,"Industritorget 3, 37611 Trollhättan",+46 (0)73 86 12 10,041209-4120,SE8902KWBD56921885506215
Maria Nilsson,"Skolstigen 4, 47196 Umeå",+46 (0)351 357 70,460704-8594,SE8902AUQD67157033620100
Klara Nylander Ahmadi,"Grangatan 1, 23465 Falun",+46 (0)8 490 753 70,730624-4521,SE8902YPLL97549313922893
Katarina Andersson,"Skolgränd 0, 64691 Södertälje",08-945 741 89,970816-9066,SE8902ATDH36917846037146
Katarina Andersson,"Skolgränd 0, 64691 Södertälje",08-945 741 89,970816-9066,SE8902ECCJ86383227351359
Katarina Andersson,"Skolgränd 0, 64691 Södertälje",08-945 741 89,970816-9066,SE8902GVHN92964423897611
Inger Malmgren Ali,"Backvägen 08, 14858 Västerås",023-724 86 20,530822-3378,SE8902PBJH90393502972632
Lillemor Lindfors Nyman,"Björkvägen 1, 19711 Varberg",0441-052 61,940413-2103,SE8902TURO07496760761316
Liselott Eriksson,"Ringgatan 74, 75485 Stockholm",+46 (0)8 833 683 88,570719-8890,SE8902PYVE63223607468293
Liselott Eriksson,"Ringgatan 74, 75485 Stockholm",+46 (0)8 833 683 88,570719-8890,SE8902XXAF74151570423565
Kristin Nilsson,"Järnvägstorget 8, 75638 Karlstad",0794-340 79,490116-1465,SE8902FQVQ38132937638029
Anette Eriksson,"Furuvägen 58, 40118 Malmö",031-916 32 86,421117-8456,SE8902HAYZ30931717835549
Katarina Pedersen,"Industristigen 524, 87918 Alingsås",093-477 43 08,050405-2614,SE8902TCZM12187781824588
Katarina Pedersen,"Industristigen 524, 87918 Alingsås",093-477 43 08,050405-2614,SE8902JUBX10521679094085
Selma Lilja,"Ekgatan 8, 48275 Falun",08-569 84 29,390526-2642,SE8902IASU37111569398010
Selma Lilja,"Ekgatan 8, 48275 Falun",08-569 84 29,390526-2642,SE8902FGIY23117081354016
Selma Lilja,"Ekgatan 8, 48275 Falun",08-569 84 29,390526-2642,SE8902KLNQ25617997709976
Agneta Ahmed,"Skoltorget 540, 31601 Alingsås",0995-70 41 98,671006-6009,SE8902GYOU97729788286246
Gudrun Stenberg,"Nygatan 0, 54638 Örnsköldsvik",+46 (0)816 383 93,841214-1296,SE8902LGDS93932200371895
Katarina Nilsson,"Nyvägen 07, 78590 Norrköping",0467-87 80 41,060925-9098,SE8902IXLN09147641003463
Katarina Nilsson,"Nyvägen 07, 78590 Norrköping",0467-87 80 41,060925-9098,SE8902WQME16820619653293
Katarina Nilsson,"Nyvägen 07, 78590 Norrköping",0467-87 80 41,060925-9098,SE8902KSGB25510595835295
Marie Lundström,"Parkstigen 4, 79217 Växjö",+46 (0)254 411 42,880817-1568,SE8902NRAS31362495279847
Angelina Lindholm,"Ängsstigen 21, 35411 Västerås",0625-87 26 92,860106-4812,SE8902ZKCR38556369708361
Kerstin Lundqvist,"Åkergatan 0, 47104 Halmstad",073-31 47 00,980111-2799,SE8902RBSV68895772780848
Evelina Ibrahim,"Järnvägsgränd 479, 59107 Örnsköldsvik",+46 (0)543 191 20,670116-8301,SE8902IKZC79179007095909
Evelina Ibrahim,"Järnvägsgränd 479, 59107 Örnsköldsvik",+46 (0)543 191 20,670116-8301,SE8902BNCT48612177889839
Lilly Dahl,"Gentorget 72, 53184 Göteborg",08-838 11 67,890624-2840,SE8902TDWF15245617438533
Lilly Dahl,"Gentorget 72, 53184 Göteborg",08-838 11 67,890624-2840,SE8902OSPT65036097285857
Lilly Dahl,"Gentorget 72, 53184 Göteborg",08-838 11 67,890624-2840,SE8902ANWR22887008474492
Maryam Karlsson,"Industrigränd 09, 76811 Jönköping",037-11 80 03,380917-9272,SE8902XJAN35723200835220
Maryam Karlsson,"Industrigränd 09, 76811 Jönköping",037-11 80 03,380917-9272,SE8902FCJT75375914520219
Marie Lundell Olsson,"Granvägen 1, 33579 Norrköping",+46 (0)04 15 00 72,490510-1459,SE8902OZBM53448690509013
Anna Jonasson,"Nytorget 1, 48773 Piteå",08-10 30 17,710111-6791,SE8902EUHG64782205847802
Anna Jonasson,"Nytorget 1, 48773 Piteå",08-10 30 17,710111-6791,SE8902VPUI15502095985231
Anna Jonasson,"Nytorget 1, 48773 Piteå",08-10 30 17,710111-6791,SE8902JFLG01724285840236
Anna Jonasson,"Nytorget 1, 48773 Piteå",08-10 30 17,710111-6791,SE8902IDDI95912852862700
Anna Jonasson,"Nytorget 1, 48773 Piteå",08-10 30 17,710111-6791,SE8902YCCU23582343543594
Anna Jonasson,"Nytorget 1, 48773 Piteå",08-10 30 17,710111-6791,SE8902HADZ94831371615319
Ebba Åkesson,"Kvarntorget 48, 37424 Ängelholm",083-00 14 12,630729-3644,SE8902JVFU12272732120946
Kristina Olsson,"Parkgatan 1, 28574 Sundsvall",0989-27 66 73,760406-5404,SE8902LYRU49405628277247
Sarah Andersson,"Nystigen 0, 12397 Östersund",08-130 729 78,420430-8151,SE8902TTXT03943566438167
Sarah Andersson,"Nystigen 0, 12397 Östersund",08-130 729 78,420430-8151,SE8902BTKI53390685216432
Julia Jonasson,"Trädgårdsvägen 277, 45472 Linköping",08-40 93 07,530921-2867,SE8902XBIN60287954526260
Gertrud Mohammadi-Hosseini,"Aspvägen 5, 69037 Karlskoga",+46 (0)77 13 80 68,900621-8300,SE8902OGIL87909531470185
Gertrud Mohammadi-Hosseini,"Aspvägen 5, 69037 Karlskoga",+46 (0)77 13 80 68,900621-8300,SE8902RWKL37240797745939
Gertrud Mohammadi-Hosseini,"Aspvägen 5, 69037 Karlskoga",+46 (0)77 13 80 68,900621-8300,SE8902ZQQX91042131747326
Åsa Källström-Edström,"Ringvägen 474, 22370 Malmö",08-22 06 88,670219-4314,SE8902XYVB77684435420465
Iris Bäck,"Parkstigen 37, 51276 Trollhättan",0049-114 10,470722-7825,SE8902WOTL92806947118912
Linnea Gustavsson,"Grangränd 7, 41214 Lidköping",08-710 82 20,480729-3370,SE8902KMMG56349206484127
Charlotte Werner-Olsson,"Kyrkotorget 918, 39385 Örebro",019-19 74 00,400315-1315,SE8902DPEV86073624782716
Nelly Andersson,"Industrigatan 73, 60267 Kalmar",+46 (0)891 709 95,651210-6565,SE8902WCUC03726382390092
Ella Wallin,"Stationsvägen 7, 28775 Uddevalla",+46 (0)96 90 62 18,891027-0126,SE8902FUAR93924916890637
Berit Lund,"Kyrkotorget 63, 82634 Stockholm",0212-88 58 94,360719-1347,SE8902XPHP30865499209335
Berit Lund,"Kyrkotorget 63, 82634 Stockholm",0212-88 58 94,360719-1347,SE8902XTMW65537920620819
Ann-Charlott Jeppsson-Danielsson,"Industrivägen 20, 28536 Varberg",+46 (0)830 919 11,390528-0370,SE8902QASC32307460643773
Lisbeth Jonsson-Österberg,"Storvägen 0, 55698 Östersund",0735-81 19 67,580424-2880,SE8902MEPG75869905095161
Lisbeth Jonsson-Österberg,"Storvägen 0, 55698 Östersund",0735-81 19 67,580424-2880,SE8902VWKO20169767635100
Elisabeth Vesterlund,"Storvägen 2, 84458 Lund",0102-716 60,840419-0962,SE8902SVEX40095531093926
Ester Karlsson,"Björkvägen 30, 91899 Västerås",08-241 414 77,550907-9165,SE8902EKEC92166161424949
Ester Karlsson,"Björkvägen 30, 91899 Västerås",08-241 414 77,550907-9165,SE8902KMID87590796935719
Karin Dahl,"Industrivägen 3, 30549 Skellefteå",0380-29 70 20,530830-8732,SE8902LSEC82086405777991
Elisabet Berg,"Furuvägen 380, 83778 Linköping",08-36 39 16,560806-9745,SE8902ALFN61867186946491
Elisabet Berg,"Furuvägen 380, 83778 Linköping",08-36 39 16,560806-9745,SE8902AAEJ67825986403885
Elisabet Berg,"Furuvägen 380, 83778 Linköping",08-36 39 16,560806-9745,SE8902AZXE66883467511248
Britta Hermansson,"Industrigatan 75, 64479 Uddevalla",+46 (0)8 155 119 70,761217-5484,SE8902XARR24637715791113
Kristina Bengtsson,"Skogsvägen 49, 37828 Landskrona",+46 (0)945 622 34,801016-4898,SE8902AXSS75904959058026
Kristina Bengtsson,"Skogsvägen 49, 37828 Landskrona",+46 (0)945 622 34,801016-4898,SE8902NFJG83208273691327
Therese Lindahl-Martinsson,"Parktorget 37, 50950 Sundsvall",08-013 664 29,751230-8458,SE8902PQTC99238321979954
Therese Lindahl-Martinsson,"Parktorget 37, 50950 Sundsvall",08-013 664 29,751230-8458,SE8902LEVI44801863486814
Emma Gustafsson,"Fabriksgränd 32, 58024 Uddevalla",0283-95 25 09,010215-5330,SE8902YKLA01358484410445
Emma Gustafsson,"Fabriksgränd 32, 58024 Uddevalla",0283-95 25 09,010215-5330,SE8902EMIT82352727650511
Emma Gustafsson,"Fabriksgränd 32, 58024 Uddevalla",0283-95 25 09,010215-5330,SE8902OBNT50973876422839
Jenny Karlsson Borg,"Skogsgränd 17, 74456 Stockholm",0270-142 99,360222-0778,SE8902SEYF48760878274175
Marie Kvist Stark,"Villavägen 972, 20515 Uppsala",0334-04 73 69,410919-5562,SE8902OVTP75889092553957
Marie Kvist Stark,"Villavägen 972, 20515 Uppsala",0334-04 73 69,410919-5562,SE8902FKHJ95461624405436
Valborg Sundin,"Skolgränd 20, 33385 Växjö",074-034 96 70,930823-9459,SE8902KCYM07724798345050
Valborg Sundin,"Skolgränd 20, 33385 Växjö",074-034 96 70,930823-9459,SE8902URSV28669190464010
Valborg Sundin,"Skolgränd 20, 33385 Växjö",074-034 96 70,930823-9459,SE8902AJRJ35802643947946
Sandra Sjöström,"Nyvägen 77, 14918 Lidingö",057-75 81 16,020829-7697,SE8902KJYB05100798381483
Sandra Sjöström,"Nyvägen 77, 14918 Lidingö",057-75 81 16,020829-7697,SE8902WYLP16417283310059
Sandra Sjöström,"Nyvägen 77, 14918 Lidingö",057-75 81 16,020829-7697,SE8902STXO91790409285299
Ann-Charlott Andersson Olofsson,"Fabriksgränd 858, 53153 Landskrona",+46 (0)8 665 059 40,940521-7903,SE8902ZKJC38755928645078
Ann-Charlott Andersson Olofsson,"Fabriksgränd 858, 53153 Landskrona",+46 (0)8 665 059 40,940521-7903,SE8902WOXH43586674611980
Ann-Charlott Andersson Olofsson,"Fabriksgränd 858, 53153 Landskrona",+46 (0)8 665 059 40,940521-7903,SE8902BWKM27720380863718
Margareta Björk,"Parktorget 227, 22450 Lidingö",0542-128 09,390106-8696,SE8902CNUK05592418774943
Margareta Björk,"Parktorget 227, 22450 Lidingö",0542-128 09,390106-8696,SE8902ZRRV53604198996393
Margareta Björk,"Parktorget 227, 22450 Lidingö",0542-128 09,390106-8696,SE8902SIKL89762687070372
Ingela Moberg,"Industritorget 96, 24007 Eskilstuna",08-463 82 96,661229-4360,SE8902IQDI59898249098467
Ingela Moberg,"Industritorget 96, 24007 Eskilstuna",08-463 82 96,661229-4360,SE8902HNLH30212836252481
Lovisa Lundin,"Grantorget 0, 52726 Nyköping",+46 (0)250 738 92,481025-6307,SE8902MCRF20072685039505
Lovisa Lundin,"Grantorget 0, 52726 Nyköping",+46 (0)250 738 92,481025-6307,SE8902FQLC01698765585803
Karin Blomqvist,"Björktorget 4, 48236 Örebro",08-962 638 67,450426-9301,SE8902RIDV47368265699473
Inez Andersson Henriksson,"Skolgatan 5, 66406 Västerås",08-16 82 50,881125-6802,SE8902LARY75915594710859
Inez Andersson Henriksson,"Skolgatan 5, 66406 Västerås",08-16 82 50,881125-6802,SE8902RYFQ25380828380867
Freja Håkansson-Björkman,"Trädgårdsstigen 408, 13451 Uddevalla",+46 (0)444 164 46,620721-3304,SE8902YFVN11147137534118
Freja Håkansson-Björkman,"Trädgårdsstigen 408, 13451 Uddevalla",+46 (0)444 164 46,620721-3304,SE8902VBSX39074781358158
Freja Håkansson-Björkman,"Trädgårdsstigen 408, 13451 Uddevalla",+46 (0)444 164 46,620721-3304,SE8902YCMC97452355623638
Elisabeth Karlsson,"Trädgårdsstigen 97, 73873 Skellefteå",08-746 233 07,500730-9544,SE8902WOBG56284432759181
Wilma Krantz,"Storvägen 96, 10979 Kalmar",0833-042 08,410213-4998,SE8902GZKC59110904284187
Elisabet Karlsson,"Strandvägen 72, 73878 Växjö",026-017 17 49,460604-4008,SE8902HCFQ50732586147290
Yvonne Ferm,"Björkstigen 191, 89515 Karlskrona",08-52 81 94,921225-3513,SE8902IWUZ21139031383602
Yvonne Ferm,"Björkstigen 191, 89515 Karlskrona",08-52 81 94,921225-3513,SE8902DBZP90399205881070
Ingegerd Hermansson,"Järnvägsgränd 3, 77838 Skellefteå",+46 (0)8 128 957 44,810921-9520,SE8902BBDN08764843226603
Ingegerd Hermansson,"Järnvägsgränd 3, 77838 Skellefteå",+46 (0)8 128 957 44,810921-9520,SE8902TDNJ81183782154357
Ingegerd Hermansson,"Järnvägsgränd 3, 77838 Skellefteå",+46 (0)8 128 957 44,810921-9520,SE8902BPXN71817611233256
Wilma Andersson,"Aspstigen 08, 16072 Karlskoga",0741-44 75 71,690715-3776,SE8902TKZA24932488770695
Wilma Andersson,"Aspstigen 08, 16072 Karlskoga",0741-44 75 71,690715-3776,SE8902IGWD35040860470840
Viktoria Lindblom,"Idrottsgatan 535, 36903 Umeå",+46 (0)454 275 93,980723-0439,SE8902UNRA52610184151556
Sonja Törnqvist,"Storstigen 43, 78682 Luleå",021-199 60 22,700316-2802,SE8902OEUK98732816702347
Malin Emanuelsson,"Strandgatan 70, 22530 Borås",+46 (0)69 47 00 54,540618-7228,SE8902MPBO87772633723937
Malin Emanuelsson,"Strandgatan 70, 22530 Borås",+46 (0)69 47 00 54,540618-7228,SE8902SVVA72606563438599
Malin Emanuelsson,"Strandgatan 70, 22530 Borås",+46 (0)69 47 00 54,540618-7228,SE8902CTOV92367944039255
Malin Emanuelsson,"Strandgatan 70, 22530 Borås",+46 (0)69 47 00 54,540618-7228,SE8902SCUS02208585217420
Alice Carlsson,"Ringgatan 502, 91970 Trelleborg",005-124 78 23,741111-0344,SE8902ONYK29813236113604
Diana Bohlin,"Storvägen 39, 12909 Norrköping",+46 (0)26 00 02 84,880919-9121,SE8902RNTE90201112878494
Diana Bohlin,"Storvägen 39, 12909 Norrköping",+46 (0)26 00 02 84,880919-9121,SE8902GSWE68166162519198
Lilly Martinsson Andersson,"Parktorget 11, 64739 Alingsås",08-719 022 93,720527-0692,SE8902GYZA91851265600454
Ann-Christin Johansson,"Bäckvägen 121, 30949 Trollhättan",+46 (0)924 982 60,710304-5667,SE8902SJTM65462604716724
Ann-Christin Johansson,"Bäckvägen 121, 30949 Trollhättan",+46 (0)924 982 60,710304-5667,SE8902RPNT79114466986103
My Ahmed,"Skolgatan 104, 29742 Örebro",0994-268 72,861208-3793,SE8902FPRI18674591891178
My Ahmed,"Skolgatan 104, 29742 Örebro",0994-268 72,861208-3793,SE8902UXKG57479907330381
Mona Ek,"Åkervägen 861, 22665 Västerås",057-25 36 51,821203-1432,SE8902FWHV93976568931219
Caroline Jonsson,"Kyrktorget 2, 24326 Ängelholm",061-87 15 69,420716-3587,SE8902RMLX84077931088026
Ulrika Holmström,"Gengatan 7, 85775 Södertälje",0969-879 30,651218-8118,SE8902EDDF98370611345966
Ulrika Holmström,"Gengatan 7, 85775 Södertälje",0969-879 30,651218-8118,SE8902XMAM56827677889061
Michelle Andersson,"Kyrkgatan 5, 36815 Borlänge",+46 (0)8 659 662 15,960712-5987,SE8902TMKE53720750940968
Nina Holm,"Kyrktorget 1, 18163 Lund",+46 (0)8 181 117 60,361103-9037,SE8902JHMA69643058655073
Malin Nyman,"Strandgatan 4, 60172 Norrköping",+46 (0)168 678 52,660909-1084,SE8902ZTNG40351896769345
